Time,CO2,Temp,Humidity
8:00:53 AM,595,19.4,50
8:02:53 AM,631,19.5,50
8:04:53 AM,635,19.6,50
8:06:53 AM,633,19.7,49
8:08:53 AM,656,19.8,49
8:10:53 AM,683,19.9,49
8:12:53 AM,681,20,49
8:14:53 AM,707,20,49
8:16:53 AM,754,20.1,49
8:18:53 AM,784,20.1,50
8:20:53 AM,820,20.2,50
8:22:53 AM,824,20.2,50
8:24:53 AM,857,20.3,50
8:26:53 AM,911,20.3,50
8:28:53 AM,938,20.4,50
8:30:53 AM,947,20.4,50
8:32:53 AM,943,20.5,50
8:34:53 AM,987,20.5,50
8:36:53 AM,989,20.5,50
8:38:53 AM,1017,20.5,50
8:40:53 AM,1033,20.5,50
8:42:53 AM,1029,20.6,50
8:44:53 AM,1045,20.6,50
8:46:53 AM,1055,20.6,50
8:48:53 AM,1075,20.6,50
8:50:53 AM,1079,20.6,50
8:52:53 AM,1097,20.7,50
8:54:53 AM,1096,20.7,50
8:56:53 AM,1096,20.7,50
8:58:53 AM,1101,20.7,50
9:00:53 AM,1103,20.7,50
9:02:53 AM,1083,20.7,50
9:04:53 AM,1097,20.8,50
9:06:53 AM,1101,20.8,50
9:08:53 AM,1096,20.8,50
9:10:53 AM,1098,20.8,49
9:12:53 AM,1075,20.8,49
9:14:53 AM,1079,20.8,49
9:16:53 AM,1066,20.8,49
9:18:53 AM,1069,20.8,49
9:20:53 AM,1052,20.8,49
9:22:53 AM,1075,20.8,49
9:24:53 AM,1049,20.8,49
9:26:53 AM,1063,20.8,49
9:28:53 AM,1048,20.8,49
9:30:53 AM,1060,20.8,49
9:32:53 AM,1043,20.8,49
9:34:53 AM,1037,20.8,49
9:36:53 AM,1035,20.8,49
9:38:53 AM,1047,20.8,48
9:40:53 AM,1033,20.9,48
9:42:53 AM,1037,20.8,48
9:44:53 AM,1028,20.9,48
9:46:53 AM,1029,20.9,48
9:48:53 AM,924,20.9,48
9:50:53 AM,979,21,48
9:52:53 AM,978,21,48
9:54:53 AM,994,21.1,48
9:56:53 AM,999,21.1,48
9:58:53 AM,999,21.2,48
10:00:53 AM,981,21.2,48
10:02:53 AM,969,21.2,47
10:04:53 AM,952,21.2,47
